ID_int,DLC0,DLC1,DLC2,DLC3,DLC4,DLC5,DLC6,DLC7,Label,Delta_T
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005616908684077392
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004084367262521733
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005156647696253567
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0035302474070901687
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0040038604633261775
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005147645926901843
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005553849934996558
1349,216.0,15.0,0.0,141.0,64.0,0.0,67.0,0.0,0,0.010257052421784955
339,0.0,128.0,16.0,255.0,0.0,255.0,32.0,174.0,0,0.00982652757641764
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.009548344456616066
357,16.0,232.0,127.0,0.0,0.0,0.0,7.0,128.0,0,0.007782217014448859
128,0.0,23.0,214.0,9.0,32.0,24.0,32.0,105.0,0,0.008920233687407937
339,0.0,128.0,16.0,255.0,0.0,255.0,144.0,30.0,0,0.00930904184356032
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,160.0,0,0.011585683339328374
1349,216.0,13.0,0.0,138.0,7.0,0.0,7.0,0.0,0,0.010515427434352694
1088,255.0,0.0,0.0,0.0,255.0,32.0,9.0,0.0,0,0.007355439766955899
357,18.0,216.0,127.0,0.0,0.0,0.0,1.0,180.0,0,0.010486125954092191
672,98.0,0.0,107.0,157.0,219.0,12.0,186.0,2.0,0,0.009422376579375526
1264,0.0,0.0,140.0,0.0,0.0,206.0,210.0,4.0,0,0.008984616999541062
1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010917514433261302
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005773249641871964
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005698460089337149
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004370586857583021
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004768090718111589
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005248447573552673
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005731658845341769
672,162.0,0.0,96.0,157.0,219.0,12.0,186.0,2.0,0,0.009281238643232066
128,0.0,23.0,200.0,9.0,23.0,23.0,23.0,184.0,0,0.009721511535004276
128,0.0,23.0,230.0,9.0,23.0,21.0,23.0,156.0,0,0.008340497538990958
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008205690063878994
1349,216.0,15.0,0.0,138.0,56.0,0.0,59.0,0.0,0,0.011218788733591296
608,5.0,32.0,0.0,48.0,255.0,144.0,99.0,6.0,0,0.012034360042856233
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,40.0,0,0.009891984817629498
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.011505299346838036
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010542454037571451
128,0.0,23.0,218.0,9.0,25.0,23.0,25.0,87.0,0,0.009032320368092314
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,160.0,0,0.01054209340826262
1088,255.0,160.0,0.0,0.0,255.0,236.0,8.0,0.0,0,0.012307054849698953
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004973130470667536
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0061734827418605046
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.003035191171932692
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005616426878281418
357,9.0,248.0,127.0,0.0,0.0,0.0,9.0,135.0,0,0.010130570602357256
399,0.0,41.0,31.0,0.0,0.0,66.0,0.0,0.0,0,0.009551488974301199
1349,216.0,15.0,0.0,139.0,63.0,0.0,64.0,0.0,0,0.010137641164803254
128,0.0,23.0,194.0,9.0,23.0,23.0,23.0,69.0,0,0.0070186466280986615
129,127.0,132.0,97.0,0.0,0.0,0.0,0.0,233.0,0,0.009670492168243732
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01053566885726762
1088,255.0,80.0,0.0,0.0,255.0,12.0,9.0,0.0,0,0.012216841067112275
1349,216.0,15.0,0.0,140.0,59.0,0.0,60.0,0.0,0,0.00922259467258953
672,194.0,0.0,107.0,157.0,219.0,12.0,186.0,2.0,0,0.00878725959566022
1349,216.0,20.0,0.0,138.0,10.0,0.0,11.0,0.0,0,0.009247364434623196
128,0.0,23.0,204.0,9.0,30.0,23.0,31.0,0.0,0,0.011373103176553113
1087,16.0,80.0,96.0,255.0,90.0,228.0,8.0,0.0,0,0.010493126664489528
356,0.0,8.0,0.0,0.0,0.0,0.0,11.0,3.0,0,0.009205359694349442
790,5.0,24.0,196.0,9.0,24.0,23.0,0.0,127.0,0,0.010769901149670033
848,5.0,32.0,228.0,121.0,125.0,0.0,0.0,197.0,0,0.01014561632402206
357,17.0,216.0,127.0,0.0,0.0,0.0,12.0,186.0,0,0.011452967485799334
790,5.0,24.0,228.0,9.0,23.0,23.0,0.0,127.0,0,0.008946920359183971
1088,255.0,80.0,0.0,0.0,255.0,252.0,8.0,0.0,0,0.009508506780103348
1087,16.0,80.0,96.0,255.0,96.0,52.0,9.0,0.0,0,0.009411837770301763
1088,255.0,160.0,0.0,0.0,255.0,12.0,9.0,0.0,0,0.007804727577801822
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0052220902077984325
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005195791454134917
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005003835092481846
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00482405964996864
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.003938471943462189
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004684516007925981
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0047429641126049225
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004398292048083786
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004879035716250493
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005303038142610904
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.006414639425907898
128,0.0,23.0,224.0,9.0,24.0,23.0,25.0,127.0,0,0.010261866719247758
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010386325586084147
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,40.0,0,0.00988833112635075
357,55.0,88.0,127.0,0.0,0.0,0.0,15.0,31.0,0,0.007121843177051438
672,162.0,0.0,104.0,157.0,219.0,12.0,186.0,2.0,0,0.009960229186826175
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01009034531491154
128,0.0,23.0,182.0,9.0,24.0,23.0,24.0,64.0,0,0.013694863168727929
1349,216.0,15.0,0.0,139.0,69.0,0.0,68.0,0.0,0,0.009711458552828315
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010452321013500418
1087,16.0,80.0,96.0,255.0,80.0,168.0,8.0,0.0,0,0.009947932345442136
544,238.0,3.0,254.0,3.0,9.0,0.0,62.0,16.0,0,0.008246982943570702
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005857117110886266
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00556394977451508
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005593273960282286
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004317959408903946
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.006052095733202074
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0039486117029057894
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005440142820350202
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.006642841719357484
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004257097756151984
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004575276702797921
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005074738523815731
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004622393259412851
357,11.0,248.0,127.0,0.0,0.0,0.0,3.0,143.0,0,0.007674004853400801
357,16.0,232.0,127.0,0.0,0.0,0.0,7.0,128.0,0,0.010102844462209042
790,5.0,25.0,192.0,9.0,25.0,23.0,0.0,127.0,0,0.008406544429410842
357,16.0,232.0,127.0,0.0,0.0,0.0,5.0,130.0,0,0.010710388645952773
1087,16.0,80.0,96.0,255.0,95.0,36.0,9.0,0.0,0,0.008620863648649295
1264,0.0,0.0,92.0,0.0,0.0,206.0,210.0,4.0,0,0.012324901607526308
160,64.0,131.0,210.0,9.0,0.0,35.0,0.0,2.0,0,0.008825120061495646
129,127.0,132.0,99.0,0.0,0.0,0.0,0.0,35.0,0,0.009516907725691488
339,0.0,128.0,16.0,255.0,0.0,255.0,192.0,78.0,0,0.011220275826054504
1088,255.0,80.0,0.0,0.0,255.0,212.0,8.0,0.0,0,0.008153703525349068
1266,0.0,0.0,32.0,56.0,0.0,0.0,0.0,155.0,0,0.010341189901906194
672,98.0,0.0,110.0,157.0,219.0,12.0,186.0,2.0,0,0.011960714131423642
672,98.0,0.0,97.0,157.0,219.0,12.0,186.0,2.0,0,0.007588775148158159
1264,0.0,0.0,74.0,0.0,0.0,206.0,210.0,4.0,0,0.010276950787798457
1088,255.0,160.0,0.0,0.0,255.0,240.0,8.0,0.0,0,0.010389824191372637
339,0.0,128.0,16.0,255.0,0.0,255.0,176.0,62.0,0,0.011172734307665966
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004072286966841439
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004009657540186793
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005391456174212673
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01044547700984978
1088,255.0,240.0,0.0,0.0,255.0,220.0,8.0,0.0,0,0.010375739275518815
672,194.0,0.0,105.0,157.0,219.0,12.0,186.0,2.0,0,0.010519672314245464
1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008979962917632265
688,20.0,0.0,0.0,7.0,32.0,0.0,0.0,0.0,0,0.010348380545741505
688,37.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.010439608709948024
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008928472872960449
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.012798661766717135
399,0.0,44.0,23.0,0.0,0.0,63.0,0.0,0.0,0,0.01071074938136768
1087,16.0,80.0,96.0,255.0,77.0,88.0,9.0,0.0,0,0.008213044754196028
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005492415206475372
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0042689887473295095
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005590313452806839
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005868946684255553
790,5.0,32.0,166.0,10.0,32.0,26.0,0.0,127.0,0,0.008768976522472435
898,64.0,254.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.011445064193866483
688,19.0,0.0,0.0,7.0,175.0,0.0,0.0,0.0,0,0.010619171390404747
704,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.011233090239991734
129,127.0,132.0,105.0,0.0,0.0,0.0,0.0,90.0,0,0.01284518947398092
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.009631917825995694
1266,0.0,0.0,64.0,56.0,0.0,0.0,0.0,215.0,0,0.008869395753463766
339,0.0,128.0,16.0,255.0,0.0,255.0,16.0,158.0,0,0.008665728355561715
129,127.0,132.0,97.0,0.0,0.0,0.0,0.0,173.0,0,0.008776284572551843
544,242.0,3.0,252.0,3.0,9.0,0.0,59.0,16.0,0,0.009884347435878845
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,160.0,0,0.010511727962224967
356,0.0,8.0,0.0,0.0,0.0,0.0,4.0,12.0,0,0.01041503619899503
1087,16.0,80.0,96.0,255.0,85.0,224.0,8.0,0.0,0,0.011240774873554037
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00500975141890843
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.006090150557867989
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004801507375071533
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.007040126874942214
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005469250510823754
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004357131832687789
1087,16.0,80.0,96.0,255.0,90.0,224.0,8.0,0.0,0,0.008393661252908332
809,64.0,179.0,127.0,140.0,17.0,44.0,0.0,16.0,0,0.010723708622864779
672,162.0,0.0,109.0,157.0,219.0,12.0,186.0,2.0,0,0.009664805822011223
1264,0.0,0.0,242.0,0.0,0.0,206.0,210.0,4.0,0,0.011071000741138138
128,0.0,23.0,208.0,9.0,30.0,23.0,30.0,177.0,0,0.010709856436860317
704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00989075663101469
1680,3.0,0.0,1.0,32.0,128.0,0.0,24.0,8.0,0,0.008729809422897392
809,133.0,182.0,127.0,140.0,17.0,44.0,0.0,16.0,0,0.007727729162971203
672,98.0,0.0,99.0,157.0,219.0,12.0,186.0,2.0,0,0.009330227571899469
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01128459819148521
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,160.0,0,0.010321140616195306
688,20.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0,0.008131391831932018
672,162.0,0.0,105.0,157.0,219.0,12.0,186.0,2.0,0,0.010259771388776774
848,5.0,32.0,180.0,121.0,135.0,0.0,0.0,111.0,0,0.010577976069593256
128,0.0,23.0,186.0,9.0,31.0,23.0,31.0,183.0,0,0.008674213845698301
790,5.0,32.0,10.0,10.0,32.0,24.0,0.0,127.0,0,0.01023058765891829
544,239.0,3.0,1.0,4.0,12.0,0.0,59.0,16.0,0,0.010087313077669
672,194.0,0.0,98.0,157.0,219.0,12.0,186.0,2.0,0,0.008285544553254065
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005268340520261212
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005420588394776176
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005812288432381458
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005790351539026177
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.003966747974032182
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004296631220063658
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005386276450406496
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005385339463184157
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005386285764729536
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00788954861799104
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005428167883019875
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00585167423013545
339,0.0,128.0,16.0,255.0,0.0,255.0,112.0,254.0,0,0.011431002645239803
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010977086876958697
356,0.0,8.0,0.0,0.0,0.0,0.0,7.0,15.0,0,0.009527096133039483
356,0.0,8.0,0.0,0.0,0.0,0.0,7.0,15.0,0,0.0111384538307399
809,215.0,170.0,127.0,140.0,17.0,47.0,0.0,16.0,0,0.008840762178193642
399,0.0,53.0,23.0,0.0,0.0,63.0,0.0,0.0,0,0.009644772089889987
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.009271954678256344
1264,0.0,0.0,178.0,0.0,0.0,206.0,210.0,4.0,0,0.010122811209079484
608,5.0,31.0,0.0,48.0,255.0,143.0,97.0,57.0,0,0.013471987850010263
339,0.0,128.0,16.0,255.0,0.0,255.0,96.0,238.0,0,0.007199102211112378
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005514695142780885
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0037904630966077613
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004646051100657925
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005816712947725524
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005048210014321597
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00419169141655302
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004463522218055024
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0055096983117010065
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004452225026212148
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005162343942186481
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005034178879927861
1088,255.0,80.0,0.0,0.0,255.0,160.0,8.0,0.0,0,0.009022599478591275
544,239.0,3.0,249.0,3.0,12.0,0.0,62.0,16.0,0,0.013215916133987989
1087,16.0,80.0,96.0,255.0,92.0,20.0,9.0,0.0,0,0.010950878533477018
544,236.0,3.0,252.0,3.0,12.0,0.0,57.0,16.0,0,0.00696228612001359
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,160.0,0,0.010279681472154141
1087,16.0,80.0,96.0,255.0,90.0,240.0,8.0,0.0,0,0.009007320302847418
356,0.0,8.0,0.0,0.0,0.0,0.0,1.0,9.0,0,0.011278650002194338
608,5.0,31.0,0.0,48.0,255.0,143.0,97.0,27.0,0,0.00881121889235095
399,0.0,45.0,23.0,0.0,0.0,63.0,0.0,0.0,0,0.00982789533779965
1442,37.0,0.0,165.0,1.0,0.0,0.0,0.0,0.0,0,0.010757480918470686
704,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01129863279125518
1087,16.0,80.0,96.0,255.0,82.0,176.0,8.0,0.0,0,0.008199555389416335
544,236.0,3.0,6.0,4.0,12.0,0.0,59.0,16.0,0,0.009498248146238578
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0046437910166292826
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0045100030755697166
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0063240906802108235
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005303736283220717
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004054337034248717
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005688396460291082
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.006591617147759474
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00577434894541336
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0038604725255344903
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004636824445350312
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005950183361889967
399,0.0,42.0,30.0,0.0,0.0,63.0,0.0,0.0,0,0.00893849580157183
688,29.0,0.0,0.0,7.0,244.0,0.0,0.0,0.0,0,0.010665729142219343
848,5.0,32.0,116.0,121.0,129.0,0.0,0.0,169.0,0,0.011161951080144006
129,127.0,132.0,111.0,0.0,0.0,0.0,0.0,9.0,0,0.008609604292632876
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0099107119659073
544,240.0,3.0,250.0,3.0,12.0,0.0,63.0,16.0,0,0.005138098989896391
544,239.0,3.0,252.0,3.0,12.0,0.0,58.0,16.0,0,0.008463418537998564
129,127.0,132.0,103.0,0.0,0.0,0.0,0.0,47.0,0,0.009621147772910258
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008128325227052726
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.012448616955897454
1088,255.0,0.0,0.0,0.0,255.0,48.0,9.0,0.0,0,0.00785478793305905
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.009339933269954524
129,127.0,132.0,100.0,0.0,0.0,0.0,0.0,155.0,0,0.010196110865929139
356,0.0,8.0,0.0,0.0,0.0,0.0,11.0,3.0,0,0.012161909933599174
790,5.0,33.0,232.0,10.0,33.0,26.0,0.0,127.0,0,0.007846206773230842
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.011744745628232441
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00500767479576469
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004263868511714037
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005346577605697454
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005149294771680103
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0045498373421309045
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0050523515637425145
128,0.0,23.0,212.0,9.0,24.0,23.0,24.0,230.0,0,0.009422029604707359
1306,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01017027601787687
880,255.0,32.0,0.0,128.0,255.0,0.0,0.0,100.0,0,0.01099319601178157
1087,16.0,80.0,96.0,255.0,80.0,172.0,8.0,0.0,0,0.012379025224218028
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008143276751759727
544,238.0,3.0,253.0,3.0,9.0,0.0,65.0,16.0,0,0.0131995500619844
129,127.0,132.0,98.0,0.0,0.0,0.0,0.0,217.0,0,0.007071868300716247
1201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.009772322357446626
1087,16.0,80.0,96.0,255.0,94.0,44.0,9.0,0.0,0,0.010882475809726865
672,194.0,0.0,96.0,157.0,219.0,12.0,186.0,2.0,0,0.01042148780160255
608,5.0,23.0,0.0,48.0,255.0,142.0,91.0,27.0,0,0.00906595072026911
128,0.0,23.0,228.0,9.0,23.0,23.0,24.0,215.0,0,0.009687816624464088
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00926049859801175
161,128.0,139.0,128.0,128.0,35.0,0.0,0.0,0.0,0,0.009115952864583683
356,0.0,8.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0.011274403145531537
1306,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010535523228947572
688,37.0,0.0,0.0,7.0,34.0,0.0,0.0,0.0,0,0.008960635607109019
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0056746999065749384
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0052304746406574565
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.0056096465891292205
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.00547222163144271
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004378253741808446
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004579864219852273
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005560470203842446
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005457777699075099
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.004984323804526889
339,0.0,128.0,16.0,255.0,0.0,255.0,224.0,110.0,1,0.005087995537481587
